variable,year,region,unit,value
Emissions|CO2|AFOLU,2025,BHR,Mt CO2/yr,-0.0028889
Emissions|CO2|AFOLU,2025,BIH,Mt CO2/yr,-1.6777946118
Emissions|CO2|AFOLU,2025,BLR,Mt CO2/yr,-1.11341005
Emissions|CO2|AFOLU,2025,BLZ,Mt CO2/yr,5.2072533
Emissions|CO2|AFOLU,2025,BOL,Mt CO2/yr,67.381956
Emissions|CO2|AFOLU,2025,BRA,Mt CO2/yr,397.456599
Emissions|CO2|AFOLU,2025,BRB,Mt CO2/yr,-0.0018328
Emissions|CO2|AFOLU,2025,BRN,Mt CO2/yr,0.248188174
Emissions|CO2|AFOLU,2025,BTN,Mt CO2/yr,-1.3181982
Emissions|CO2|AFOLU,2025,BWA,Mt CO2/yr,41.146689
Emissions|CO2|AFOLU,2025,CAF,Mt CO2/yr,13.974891
Emissions|CO2|AFOLU,2025,CAN,Mt CO2/yr,57.412191
Emissions|CO2|AFOLU,2025,CHE,Mt CO2/yr,-1.688988908
Emissions|CO2|AFOLU,2025,CHL,Mt CO2/yr,-56.84858684
Emissions|CO2|AFOLU,2025,CHN,Mt CO2/yr,-632.372828
Emissions|CO2|AFOLU,2025,CIV,Mt CO2/yr,26.13022118
Emissions|CO2|AFOLU,2025,CMR,Mt CO2/yr,33.342563854
Emissions|CO2|AFOLU,2025,COD,Mt CO2/yr,601.25429
Emissions|CO2|AFOLU,2025,COG,Mt CO2/yr,9.7865621
Emissions|CO2|AFOLU,2025,COK,Mt CO2/yr,-0.0031136
Emissions|CO2|AFOLU,2025,COL,Mt CO2/yr,83.53921103
Emissions|CO2|AFOLU,2025,COM,Mt CO2/yr,0.0598556
Emissions|CO2|AFOLU,2025,CPV,Mt CO2/yr,-0.06292
Emissions|CO2|AFOLU,2025,CRI,Mt CO2/yr,-7.22873051
Emissions|CO2|AFOLU,2025,CUB,Mt CO2/yr,-3.023428573
Emissions|CO2|AFOLU,2025,CYP,Mt CO2/yr,-0.2451596719
Emissions|CO2|AFOLU,2025,CZE,Mt CO2/yr,-5.52299335
Emissions|CO2|AFOLU,2025,DEU,Mt CO2/yr,-10.99924146
Emissions|CO2|AFOLU,2025,DJI,Mt CO2/yr,5.9e-06
Emissions|CO2|AFOLU,2025,DMA,Mt CO2/yr,-0.0139262
Emissions|CO2|AFOLU,2025,DNK,Mt CO2/yr,2.338532971
Emissions|CO2|AFOLU,2025,DOM,Mt CO2/yr,-1.37375073
Emissions|CO2|AFOLU,2025,DZA,Mt CO2/yr,0.29809999
Emissions|CO2|AFOLU,2025,ECU,Mt CO2/yr,26.66696473
Emissions|CO2|AFOLU,2025,EGY,Mt CO2/yr,2.9700132
Emissions|CO2|AFOLU,2025,ERI,Mt CO2/yr,0.4498724
Emissions|CO2|AFOLU,2025,ESP,Mt CO2/yr,-12.98953645
Emissions|CO2|AFOLU,2025,EST,Mt CO2/yr,4.718736971
Emissions|CO2|AFOLU,2025,ETH,Mt CO2/yr,30.82621206
Emissions|CO2|AFOLU,2025,FIN,Mt CO2/yr,14.036150325
Emissions|CO2|AFOLU,2025,FJI,Mt CO2/yr,-2.5702535
Emissions|CO2|AFOLU,2025,FRA,Mt CO2/yr,-56.9278349
Emissions|CO2|AFOLU,2025,FSM,Mt CO2/yr,-0.0349327
Emissions|CO2|AFOLU,2025,GAB,Mt CO2/yr,6.2803646
Emissions|CO2|AFOLU,2025,GBR,Mt CO2/yr,19.6604185
Emissions|CO2|AFOLU,2025,GEO,Mt CO2/yr,0.085349522
Emissions|CO2|AFOLU,2025,GHA,Mt CO2/yr,-24.926185
Emissions|CO2|AFOLU,2025,GIN,Mt CO2/yr,11.937724
Emissions|CO2|AFOLU,2025,GMB,Mt CO2/yr,0.5277191
Emissions|CO2|AFOLU,2025,GNB,Mt CO2/yr,1.48566
Emissions|CO2|AFOLU,2025,GNQ,Mt CO2/yr,3.8329378
Emissions|CO2|AFOLU,2025,GRC,Mt CO2/yr,1.41142913
Emissions|CO2|AFOLU,2025,GTM,Mt CO2/yr,3.70894648
Emissions|CO2|AFOLU,2025,GUY,Mt CO2/yr,13.045509773
Emissions|CO2|AFOLU,2025,HKG,Mt CO2/yr,6.718e-06
Emissions|CO2|AFOLU,2025,HND,Mt CO2/yr,5.5243634
Emissions|CO2|AFOLU,2025,HRV,Mt CO2/yr,-4.280385374
Emissions|CO2|AFOLU,2025,HTI,Mt CO2/yr,0.634634
Emissions|CO2|AFOLU,2025,HUN,Mt CO2/yr,1.98484927
Emissions|CO2|AFOLU,2025,IDN,Mt CO2/yr,472.5571336
Emissions|CO2|AFOLU,2025,IND,Mt CO2/yr,-5.732992
Emissions|CO2|AFOLU,2025,IRL,Mt CO2/yr,7.09672346
Emissions|CO2|AFOLU,2025,IRN,Mt CO2/yr,1.7068058
Emissions|CO2|AFOLU,2025,IRQ,Mt CO2/yr,0.560350465
Emissions|CO2|AFOLU,2025,ISL,Mt CO2/yr,0.61705538095
Emissions|CO2|AFOLU,2025,ISR,Mt CO2/yr,0.153580976
Emissions|CO2|AFOLU,2025,ITA,Mt CO2/yr,-12.12064918
Emissions|CO2|AFOLU,2025,JAM,Mt CO2/yr,0.1443237
Emissions|CO2|AFOLU,2025,JOR,Mt CO2/yr,0.01479238
Emissions|CO2|AFOLU,2025,JPN,Mt CO2/yr,-31.25479964
Emissions|CO2|AFOLU,2025,KAZ,Mt CO2/yr,-2.52379466
Emissions|CO2|AFOLU,2025,KEN,Mt CO2/yr,-7.40395367
Emissions|CO2|AFOLU,2025,KGZ,Mt CO2/yr,-3.13860953
Emissions|CO2|AFOLU,2025,KHM,Mt CO2/yr,29.005566
Emissions|CO2|AFOLU,2025,KOR,Mt CO2/yr,-45.34373009
Emissions|CO2|AFOLU,2025,KWT,Mt CO2/yr,0.0001660566
Emissions|CO2|AFOLU,2025,LAO,Mt CO2/yr,8.669045
Emissions|CO2|AFOLU,2025,LBN,Mt CO2/yr,-0.0731904104
Emissions|CO2|AFOLU,2025,LBR,Mt CO2/yr,13.405851
Emissions|CO2|AFOLU,2025,LBY,Mt CO2/yr,0.027122218
Emissions|CO2|AFOLU,2025,LCA,Mt CO2/yr,-0.1463731
Emissions|CO2|AFOLU,2025,LIE,Mt CO2/yr,0.00021542562
Emissions|CO2|AFOLU,2025,LKA,Mt CO2/yr,1.93754697
Emissions|CO2|AFOLU,2025,LTU,Mt CO2/yr,4.76153318
Emissions|CO2|AFOLU,2025,LUX,Mt CO2/yr,-0.265083834
Emissions|CO2|AFOLU,2025,LVA,Mt CO2/yr,0.31654749
Emissions|CO2|AFOLU,2025,MAR,Mt CO2/yr,-1.83836831
Emissions|CO2|AFOLU,2025,MCO,Mt CO2/yr,0.0011641936
Emissions|CO2|AFOLU,2025,MDA,Mt CO2/yr,0.2921356
Emissions|CO2|AFOLU,2025,MDG,Mt CO2/yr,9.0415194
Emissions|CO2|AFOLU,2025,MEX,Mt CO2/yr,17.1284055
Emissions|CO2|AFOLU,2025,MKD,Mt CO2/yr,0.020826666
Emissions|CO2|AFOLU,2025,MLI,Mt CO2/yr,0.16359617
Emissions|CO2|AFOLU,2025,MLT,Mt CO2/yr,-0.0045348
Emissions|CO2|AFOLU,2025,MMR,Mt CO2/yr,100.2721555
Emissions|CO2|AFOLU,2025,MNE,Mt CO2/yr,0.03328115
Emissions|CO2|AFOLU,2025,MNG,Mt CO2/yr,22.373179
Emissions|CO2|AFOLU,2025,MOZ,Mt CO2/yr,52.827553
Emissions|CO2|AFOLU,2025,MRT,Mt CO2/yr,-1.082488
Emissions|CO2|AFOLU,2025,MUS,Mt CO2/yr,-0.008105555
Emissions|CO2|AFOLU,2025,MWI,Mt CO2/yr,7.9071342
Emissions|CO2|AFOLU,2025,MYS,Mt CO2/yr,65.600427
Emissions|CO2|AFOLU,2025,NAM,Mt CO2/yr,10.56188068
Emissions|CO2|AFOLU,2025,NER,Mt CO2/yr,1.2441022
Emissions|CO2|AFOLU,2025,NGA,Mt CO2/yr,47.4519107
Emissions|CO2|AFOLU,2025,NIC,Mt CO2/yr,19.62108223
Emissions|CO2|AFOLU,2025,NIU,Mt CO2/yr,-0.0021793
Emissions|CO2|AFOLU,2025,NLD,Mt CO2/yr,6.75805708
Emissions|CO2|AFOLU,2025,NOR,Mt CO2/yr,-14.7890365238
Emissions|CO2|AFOLU,2025,NPL,Mt CO2/yr,2.61334437
Emissions|CO2|AFOLU,2025,NZL,Mt CO2/yr,-8.402178
Emissions|CO2|AFOLU,2025,OMN,Mt CO2/yr,0.019107
Emissions|CO2|AFOLU,2025,PAK,Mt CO2/yr,12.5981561
Emissions|CO2|AFOLU,2025,PAN,Mt CO2/yr,4.2271264
