variable,year,region,unit,value
Emissions|CH4|AFOLU|Agriculture,2010,KGZ,Mt CH4/yr,0.117376
Emissions|CH4|AFOLU|Agriculture,2010,KHM,Mt CH4/yr,0.6534584
Emissions|CH4|AFOLU|Agriculture,2010,KIR,Mt CH4/yr,1.16e-05
Emissions|CH4|AFOLU|Agriculture,2010,KNA,Mt CH4/yr,0.0005184
Emissions|CH4|AFOLU|Agriculture,2010,KOR,Mt CH4/yr,0.359181
Emissions|CH4|AFOLU|Agriculture,2010,KWT,Mt CH4/yr,0.0057334
Emissions|CH4|AFOLU|Agriculture,2010,LAO,Mt CH4/yr,0.2290111
Emissions|CH4|AFOLU|Agriculture,2010,LBN,Mt CH4/yr,0.0072403
Emissions|CH4|AFOLU|Agriculture,2010,LBR,Mt CH4/yr,0.0079869
Emissions|CH4|AFOLU|Agriculture,2010,LBY,Mt CH4/yr,0.0630053
Emissions|CH4|AFOLU|Agriculture,2010,LCA,Mt CH4/yr,0.0007916
Emissions|CH4|AFOLU|Agriculture,2010,LIE,Mt CH4/yr,0.000602
Emissions|CH4|AFOLU|Agriculture,2010,LKA,Mt CH4/yr,0.1851118
Emissions|CH4|AFOLU|Agriculture,2010,LSO,Mt CH4/yr,0.0352343
Emissions|CH4|AFOLU|Agriculture,2010,LTU,Mt CH4/yr,0.0772172
Emissions|CH4|AFOLU|Agriculture,2010,LUX,Mt CH4/yr,0.0161283
Emissions|CH4|AFOLU|Agriculture,2010,LVA,Mt CH4/yr,0.0378989
Emissions|CH4|AFOLU|Agriculture,2010,MAC,Mt CH4/yr,1.4e-05
Emissions|CH4|AFOLU|Agriculture,2010,MAR,Mt CH4/yr,0.2640591
Emissions|CH4|AFOLU|Agriculture,2010,MDA,Mt CH4/yr,0.032801
Emissions|CH4|AFOLU|Agriculture,2010,MDG,Mt CH4/yr,0.5896332
Emissions|CH4|AFOLU|Agriculture,2010,MDV,Mt CH4/yr,1e-07
Emissions|CH4|AFOLU|Agriculture,2010,MEX,Mt CH4/yr,2.2192606
Emissions|CH4|AFOLU|Agriculture,2010,MKD,Mt CH4/yr,0.0346586
Emissions|CH4|AFOLU|Agriculture,2010,MLI,Mt CH4/yr,0.5608566
Emissions|CH4|AFOLU|Agriculture,2010,MLT,Mt CH4/yr,0.0018747
Emissions|CH4|AFOLU|Agriculture,2010,MMR,Mt CH4/yr,2.2298936
Emissions|CH4|AFOLU|Agriculture,2010,MNE,Mt CH4/yr,0.0131949
Emissions|CH4|AFOLU|Agriculture,2010,MNG,Mt CH4/yr,0.3132608
Emissions|CH4|AFOLU|Agriculture,2010,MOZ,Mt CH4/yr,0.0842499
Emissions|CH4|AFOLU|Agriculture,2010,MRT,Mt CH4/yr,0.2135845
Emissions|CH4|AFOLU|Agriculture,2010,MSR,Mt CH4/yr,0.0006657
Emissions|CH4|AFOLU|Agriculture,2010,MUS,Mt CH4/yr,0.0008363
Emissions|CH4|AFOLU|Agriculture,2010,MWI,Mt CH4/yr,0.0661207
Emissions|CH4|AFOLU|Agriculture,2010,MYS,Mt CH4/yr,0.181258
Emissions|CH4|AFOLU|Agriculture,2010,NAM,Mt CH4/yr,0.1080702
Emissions|CH4|AFOLU|Agriculture,2010,NCL,Mt CH4/yr,0.0058818
Emissions|CH4|AFOLU|Agriculture,2010,NER,Mt CH4/yr,0.5310816
Emissions|CH4|AFOLU|Agriculture,2010,NGA,Mt CH4/yr,1.3519456
Emissions|CH4|AFOLU|Agriculture,2010,NIC,Mt CH4/yr,0.2378421
Emissions|CH4|AFOLU|Agriculture,2010,NIU,Mt CH4/yr,1.17e-05
Emissions|CH4|AFOLU|Agriculture,2010,NLD,Mt CH4/yr,0.3911648
Emissions|CH4|AFOLU|Agriculture,2010,NOR,Mt CH4/yr,0.0939425
Emissions|CH4|AFOLU|Agriculture,2010,NPL,Mt CH4/yr,0.7383562
Emissions|CH4|AFOLU|Agriculture,2010,NRU,Mt CH4/yr,1e-07
Emissions|CH4|AFOLU|Agriculture,2010,NZL,Mt CH4/yr,1.1156694
Emissions|CH4|AFOLU|Agriculture,2010,OMN,Mt CH4/yr,0.0304573
Emissions|CH4|AFOLU|Agriculture,2010,PAK,Mt CH4/yr,4.0219469
Emissions|CH4|AFOLU|Agriculture,2010,PAN,Mt CH4/yr,0.1011672
Emissions|CH4|AFOLU|Agriculture,2010,PER,Mt CH4/yr,0.6979824
Emissions|CH4|AFOLU|Agriculture,2010,PHL,Mt CH4/yr,1.8108048
Emissions|CH4|AFOLU|Agriculture,2010,PNG,Mt CH4/yr,0.0062211
Emissions|CH4|AFOLU|Agriculture,2010,POL,Mt CH4/yr,0.5169302
Emissions|CH4|AFOLU|Agriculture,2010,PRI,Mt CH4/yr,0.0186355
Emissions|CH4|AFOLU|Agriculture,2010,PRK,Mt CH4/yr,0.1527803
Emissions|CH4|AFOLU|Agriculture,2010,PRT,Mt CH4/yr,0.1574396
Emissions|CH4|AFOLU|Agriculture,2010,PRY,Mt CH4/yr,0.7252037
Emissions|CH4|AFOLU|Agriculture,2010,PSE,Mt CH4/yr,0.005652
Emissions|CH4|AFOLU|Agriculture,2010,PYF,Mt CH4/yr,0.0006191
Emissions|CH4|AFOLU|Agriculture,2010,QAT,Mt CH4/yr,0.005231
Emissions|CH4|AFOLU|Agriculture,2010,ROU,Mt CH4/yr,0.3501943
Emissions|CH4|AFOLU|Agriculture,2010,RUS,Mt CH4/yr,2.0522485
Emissions|CH4|AFOLU|Agriculture,2010,RWA,Mt CH4/yr,0.0669637
Emissions|CH4|AFOLU|Agriculture,2010,SAU,Mt CH4/yr,0.0928636
Emissions|CH4|AFOLU|Agriculture,2010,SEN,Mt CH4/yr,0.1980853
Emissions|CH4|AFOLU|Agriculture,2010,SGP,Mt CH4/yr,7.98e-05
Emissions|CH4|AFOLU|Agriculture,2010,SHN,Mt CH4/yr,3.86e-05
Emissions|CH4|AFOLU|Agriculture,2010,SLB,Mt CH4/yr,0.0013322
Emissions|CH4|AFOLU|Agriculture,2010,SLE,Mt CH4/yr,0.0714974
Emissions|CH4|AFOLU|Agriculture,2010,SLV,Mt CH4/yr,0.0783258
Emissions|CH4|AFOLU|Agriculture,2010,SOM,Mt CH4/yr,0.6346459
Emissions|CH4|AFOLU|Agriculture,2010,SPM,Mt CH4/yr,6.3e-06
Emissions|CH4|AFOLU|Agriculture,2010,SRB,Mt CH4/yr,0.117666
Emissions|CH4|AFOLU|Agriculture,2010,STP,Mt CH4/yr,0.0001065
Emissions|CH4|AFOLU|Agriculture,2010,SUR,Mt CH4/yr,0.0186704
Emissions|CH4|AFOLU|Agriculture,2010,SVK,Mt CH4/yr,0.0443017
Emissions|CH4|AFOLU|Agriculture,2010,SVN,Mt CH4/yr,0.0403942
Emissions|CH4|AFOLU|Agriculture,2010,SWE,Mt CH4/yr,0.1312924
Emissions|CH4|AFOLU|Agriculture,2010,SWZ,Mt CH4/yr,0.0240389
Emissions|CH4|AFOLU|Agriculture,2010,SYC,Mt CH4/yr,4.84e-05
Emissions|CH4|AFOLU|Agriculture,2010,SYR,Mt CH4/yr,0.1377852
Emissions|CH4|AFOLU|Agriculture,2010,TCD,Mt CH4/yr,1.089921
Emissions|CH4|AFOLU|Agriculture,2010,TGO,Mt CH4/yr,0.0340871
Emissions|CH4|AFOLU|Agriculture,2010,THA,Mt CH4/yr,2.3517248
Emissions|CH4|AFOLU|Agriculture,2010,TJK,Mt CH4/yr,0.1447943
Emissions|CH4|AFOLU|Agriculture,2010,TKL,Mt CH4/yr,1e-07
Emissions|CH4|AFOLU|Agriculture,2010,TKM,Mt CH4/yr,0.2320775
Emissions|CH4|AFOLU|Agriculture,2010,TLS,Mt CH4/yr,0.0228714
Emissions|CH4|AFOLU|Agriculture,2010,TON,Mt CH4/yr,0.0010127
Emissions|CH4|AFOLU|Agriculture,2010,TTO,Mt CH4/yr,0.0034719
Emissions|CH4|AFOLU|Agriculture,2010,TUN,Mt CH4/yr,0.0926964
Emissions|CH4|AFOLU|Agriculture,2010,TUR,Mt CH4/yr,0.6022708
Emissions|CH4|AFOLU|Agriculture,2010,TUV,Mt CH4/yr,1e-06
Emissions|CH4|AFOLU|Agriculture,2010,TWN,Mt CH4/yr,0.0567337
Emissions|CH4|AFOLU|Agriculture,2010,TZA,Mt CH4/yr,0.9975035
Emissions|CH4|AFOLU|Agriculture,2010,UGA,Mt CH4/yr,0.5261124
Emissions|CH4|AFOLU|Agriculture,2010,UKR,Mt CH4/yr,0.5106763
Emissions|CH4|AFOLU|Agriculture,2010,URY,Mt CH4/yr,0.7792804
Emissions|CH4|AFOLU|Agriculture,2010,USA,Mt CH4/yr,7.1513403
Emissions|CH4|AFOLU|Agriculture,2010,UZB,Mt CH4/yr,0.6161287
Emissions|CH4|AFOLU|Agriculture,2010,VCT,Mt CH4/yr,0.0004353
Emissions|CH4|AFOLU|Agriculture,2010,VEN,Mt CH4/yr,0.9148814
Emissions|CH4|AFOLU|Agriculture,2010,VGB,Mt CH4/yr,0.0002389
Emissions|CH4|AFOLU|Agriculture,2010,VIR,Mt CH4/yr,0.0005204
Emissions|CH4|AFOLU|Agriculture,2010,VNM,Mt CH4/yr,1.7988232
Emissions|CH4|AFOLU|Agriculture,2010,VUT,Mt CH4/yr,0.0113342
Emissions|CH4|AFOLU|Agriculture,2010,WLF,Mt CH4/yr,4.61e-05
Emissions|CH4|AFOLU|Agriculture,2010,WSM,Mt CH4/yr,0.0027909
Emissions|CH4|AFOLU|Agriculture,2010,World,Mt CH4/yr,125.0442169
Emissions|CH4|AFOLU|Agriculture,2010,YEM,Mt CH4/yr,0.1805737
Emissions|CH4|AFOLU|Agriculture,2010,ZAF,Mt CH4/yr,0.6334924
Emissions|CH4|AFOLU|Agriculture,2010,ZMB,Mt CH4/yr,0.1220631
Emissions|CH4|AFOLU|Agriculture,2010,ZWE,Mt CH4/yr,0.2368558
Emissions|CH4|AFOLU|Agriculture,2015,AFG,Mt CH4/yr,0.4333611
Emissions|CH4|AFOLU|Agriculture,2015,AGO,Mt CH4/yr,0.2083844
Emissions|CH4|AFOLU|Agriculture,2015,ALB,Mt CH4/yr,0.0828447
Emissions|CH4|AFOLU|Agriculture,2015,ARE,Mt CH4/yr,0.0483258
Emissions|CH4|AFOLU|Agriculture,2015,ARG,Mt CH4/yr,3.2022376
Emissions|CH4|AFOLU|Agriculture,2015,ARM,Mt CH4/yr,0.031325
Emissions|CH4|AFOLU|Agriculture,2015,ASM,Mt CH4/yr,9.2e-06
Emissions|CH4|AFOLU|Agriculture,2015,ATG,Mt CH4/yr,0.0005911
Emissions|CH4|AFOLU|Agriculture,2015,AUS,Mt CH4/yr,2.4456278
Emissions|CH4|AFOLU|Agriculture,2015,AUT,Mt CH4/yr,0.1711274
Emissions|CH4|AFOLU|Agriculture,2015,AZE,Mt CH4/yr,0.1613595
Emissions|CH4|AFOLU|Agriculture,2015,BDI,Mt CH4/yr,0.0442641
Emissions|CH4|AFOLU|Agriculture,2015,BEL,Mt CH4/yr,0.2023465
Emissions|CH4|AFOLU|Agriculture,2015,BEN,Mt CH4/yr,0.1002724
Emissions|CH4|AFOLU|Agriculture,2015,BFA,Mt CH4/yr,0.4956815
Emissions|CH4|AFOLU|Agriculture,2015,BGD,Mt CH4/yr,2.5123179
Emissions|CH4|AFOLU|Agriculture,2015,BGR,Mt CH4/yr,0.0713849
Emissions|CH4|AFOLU|Agriculture,2015,BHR,Mt CH4/yr,0.0008042
Emissions|CH4|AFOLU|Agriculture,2015,BHS,Mt CH4/yr,0.0002317
Emissions|CH4|AFOLU|Agriculture,2015,BIH,Mt CH4/yr,0.0578229
Emissions|CH4|AFOLU|Agriculture,2015,BLR,Mt CH4/yr,0.3607762
Emissions|CH4|AFOLU|Agriculture,2015,BLZ,Mt CH4/yr,0.0060733
Emissions|CH4|AFOLU|Agriculture,2015,BMU,Mt CH4/yr,0.0001312
Emissions|CH4|AFOLU|Agriculture,2015,BOL,Mt CH4/yr,0.6965608
Emissions|CH4|AFOLU|Agriculture,2015,BRA,Mt CH4/yr,13.1902613
Emissions|CH4|AFOLU|Agriculture,2015,BRB,Mt CH4/yr,0.0009328
Emissions|CH4|AFOLU|Agriculture,2015,BRN,Mt CH4/yr,0.0008435
Emissions|CH4|AFOLU|Agriculture,2015,BTN,Mt CH4/yr,0.017013
Emissions|CH4|AFOLU|Agriculture,2015,BWA,Mt CH4/yr,0.0696335
Emissions|CH4|AFOLU|Agriculture,2015,CAF,Mt CH4/yr,0.1803016
Emissions|CH4|AFOLU|Agriculture,2015,CAN,Mt CH4/yr,0.7798349
Emissions|CH4|AFOLU|Agriculture,2015,CHE,Mt CH4/yr,0.1463383
Emissions|CH4|AFOLU|Agriculture,2015,CHL,Mt CH4/yr,0.1901007
Emissions|CH4|AFOLU|Agriculture,2015,CHN,Mt CH4/yr,12.2355098
Emissions|CH4|AFOLU|Agriculture,2015,CIV,Mt CH4/yr,0.1018303
Emissions|CH4|AFOLU|Agriculture,2015,CMR,Mt CH4/yr,0.2738879
Emissions|CH4|AFOLU|Agriculture,2015,COD,Mt CH4/yr,0.0997855
Emissions|CH4|AFOLU|Agriculture,2015,COG,Mt CH4/yr,0.0135228
Emissions|CH4|AFOLU|Agriculture,2015,COK,Mt CH4/yr,2.01e-05
Emissions|CH4|AFOLU|Agriculture,2015,COL,Mt CH4/yr,1.4793341
Emissions|CH4|AFOLU|Agriculture,2015,COM,Mt CH4/yr,0.002606
Emissions|CH4|AFOLU|Agriculture,2015,CPV,Mt CH4/yr,0.0022399
Emissions|CH4|AFOLU|Agriculture,2015,CRI,Mt CH4/yr,0.0922795
Emissions|CH4|AFOLU|Agriculture,2015,CUB,Mt CH4/yr,0.3010264
Emissions|CH4|AFOLU|Agriculture,2015,CYM,Mt CH4/yr,0.000139
Emissions|CH4|AFOLU|Agriculture,2015,CYP,Mt CH4/yr,0.0051469
Emissions|CH4|AFOLU|Agriculture,2015,CZE,Mt CH4/yr,0.1126776
Emissions|CH4|AFOLU|Agriculture,2015,DEU,Mt CH4/yr,1.1548803
Emissions|CH4|AFOLU|Agriculture,2015,DJI,Mt CH4/yr,0.0187312
Emissions|CH4|AFOLU|Agriculture,2015,DMA,Mt CH4/yr,0.0010115
Emissions|CH4|AFOLU|Agriculture,2015,DNK,Mt CH4/yr,0.1439881
Emissions|CH4|AFOLU|Agriculture,2015,DOM,Mt CH4/yr,0.2385788
Emissions|CH4|AFOLU|Agriculture,2015,DZA,Mt CH4/yr,0.2805371
Emissions|CH4|AFOLU|Agriculture,2015,ECU,Mt CH4/yr,0.3409604
Emissions|CH4|AFOLU|Agriculture,2015,EGY,Mt CH4/yr,0.6149192
Emissions|CH4|AFOLU|Agriculture,2015,ERI,Mt CH4/yr,0.1175889
Emissions|CH4|AFOLU|Agriculture,2015,ESH,Mt CH4/yr,0.0063896
Emissions|CH4|AFOLU|Agriculture,2015,ESP,Mt CH4/yr,0.6993159
Emissions|CH4|AFOLU|Agriculture,2015,EST,Mt CH4/yr,0.0250225
Emissions|CH4|AFOLU|Agriculture,2015,ETH,Mt CH4/yr,2.5303755
Emissions|CH4|AFOLU|Agriculture,2015,FIN,Mt CH4/yr,0.0828645
Emissions|CH4|AFOLU|Agriculture,2015,FJI,Mt CH4/yr,0.0091175
Emissions|CH4|AFOLU|Agriculture,2015,FLK,Mt CH4/yr,0.0038546
Emissions|CH4|AFOLU|Agriculture,2015,FRA,Mt CH4/yr,1.6170359
Emissions|CH4|AFOLU|Agriculture,2015,FRO,Mt CH4/yr,0.0007973
Emissions|CH4|AFOLU|Agriculture,2015,FSM,Mt CH4/yr,0.0013063
Emissions|CH4|AFOLU|Agriculture,2015,GAB,Mt CH4/yr,0.0032855
Emissions|CH4|AFOLU|Agriculture,2015,GBR,Mt CH4/yr,1.0629714
Emissions|CH4|AFOLU|Agriculture,2015,GEO,Mt CH4/yr,0.0471662
Emissions|CH4|AFOLU|Agriculture,2015,GHA,Mt CH4/yr,0.1368907
Emissions|CH4|AFOLU|Agriculture,2015,GIN,Mt CH4/yr,0.4348007
Emissions|CH4|AFOLU|Agriculture,2015,GMB,Mt CH4/yr,0.0410588
Emissions|CH4|AFOLU|Agriculture,2015,GNB,Mt CH4/yr,0.0378403
Emissions|CH4|AFOLU|Agriculture,2015,GNQ,Mt CH4/yr,0.0004419
Emissions|CH4|AFOLU|Agriculture,2015,GRC,Mt CH4/yr,0.1613196
Emissions|CH4|AFOLU|Agriculture,2015,GRD,Mt CH4/yr,0.0003909
Emissions|CH4|AFOLU|Agriculture,2015,GRL,Mt CH4/yr,0.000167
Emissions|CH4|AFOLU|Agriculture,2015,GTM,Mt CH4/yr,0.2311062
Emissions|CH4|AFOLU|Agriculture,2015,GUM,Mt CH4/yr,2.73e-05
Emissions|CH4|AFOLU|Agriculture,2015,GUY,Mt CH4/yr,0.0599608
Emissions|CH4|AFOLU|Agriculture,2015,HKG,Mt CH4/yr,0.0002162
Emissions|CH4|AFOLU|Agriculture,2015,HND,Mt CH4/yr,0.1742981
Emissions|CH4|AFOLU|Agriculture,2015,HRV,Mt CH4/yr,0.0471584
Emissions|CH4|AFOLU|Agriculture,2015,HTI,Mt CH4/yr,0.119271
Emissions|CH4|AFOLU|Agriculture,2015,HUN,Mt CH4/yr,0.0844164
Emissions|CH4|AFOLU|Agriculture,2015,IDN,Mt CH4/yr,3.5133162
Emissions|CH4|AFOLU|Agriculture,2015,IND,Mt CH4/yr,19.5106136
Emissions|CH4|AFOLU|Agriculture,2015,IRL,Mt CH4/yr,0.5811009
Emissions|CH4|AFOLU|Agriculture,2015,IRN,Mt CH4/yr,0.6784798
Emissions|CH4|AFOLU|Agriculture,2015,IRQ,Mt CH4/yr,0.1337304
Emissions|CH4|AFOLU|Agriculture,2015,ISL,Mt CH4/yr,0.0124363
Emissions|CH4|AFOLU|Agriculture,2015,ISR,Mt CH4/yr,0.0227741
Emissions|CH4|AFOLU|Agriculture,2015,ITA,Mt CH4/yr,0.7407492
Emissions|CH4|AFOLU|Agriculture,2015,JAM,Mt CH4/yr,0.0127516
Emissions|CH4|AFOLU|Agriculture,2015,JOR,Mt CH4/yr,0.0222388
Emissions|CH4|AFOLU|Agriculture,2015,JPN,Mt CH4/yr,0.5577009
Emissions|CH4|AFOLU|Agriculture,2015,KAZ,Mt CH4/yr,0.5365108
Emissions|CH4|AFOLU|Agriculture,2015,KEN,Mt CH4/yr,1.058065
Emissions|CH4|AFOLU|Agriculture,2015,KGZ,Mt CH4/yr,0.1346586
Emissions|CH4|AFOLU|Agriculture,2015,KHM,Mt CH4/yr,0.6611464
Emissions|CH4|AFOLU|Agriculture,2015,KIR,Mt CH4/yr,1.23e-05
Emissions|CH4|AFOLU|Agriculture,2015,KNA,Mt CH4/yr,0.0001915
Emissions|CH4|AFOLU|Agriculture,2015,KOR,Mt CH4/yr,0.3391834
Emissions|CH4|AFOLU|Agriculture,2015,KWT,Mt CH4/yr,0.0063682
Emissions|CH4|AFOLU|Agriculture,2015,LAO,Mt CH4/yr,0.2570866
Emissions|CH4|AFOLU|Agriculture,2015,LBN,Mt CH4/yr,0.0096505
